zipcode,centroid_longitude,centroid_latitude,municipality_ags,municipality_ars,municipality_name,municipality_designation,municipality_display_name,district_ars,district_name,district_designation,district_display_name,federal_state_code,federal_state_name,assignment_method,distance_to_municipality_m
40239,6.8032182,51.2452874,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40468,6.778904700000001,51.26116409999999,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40470,6.8077057,51.2568594,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40472,6.833787399999999,51.26848769999999,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40474,6.7421871,51.2738092,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40476,6.7790167,51.248009,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40477,6.7849768,51.2384606,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40479,6.7837134,51.233276,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40489,6.7625867,51.3305246,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40545,6.754373699999999,51.2284044,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40547,6.747718799999999,51.2419331,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40549,6.719087399999999,51.233068,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40589,6.821441999999999,51.1640762,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40591,6.8173593,51.1879547,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40593,6.8685413,51.1403079,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40595,6.905068099999999,51.140778,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40597,6.871023399999999,51.1637947,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40599,6.865698,51.1824951,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40625,6.852315399999999,51.2358442,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40627,6.8838823,51.2024446,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40629,6.8836115,51.2550414,05111000,051110000000,Düsseldorf,Stadt,"Düsseldorf, Stadt",000000005111,Düsseldorf,Kreisfreie Stadt,"Düsseldorf, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
40667,6.690188699999999,51.2505,05162022,051620022022,Meerbusch,Stadt,"Meerbusch, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
40668,6.6842969,51.308706,05162022,051620022022,Meerbusch,Stadt,"Meerbusch, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
40670,6.6220978,51.2701556,05162022,051620022022,Meerbusch,Stadt,"Meerbusch, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
40699,6.928271199999999,51.2208468,05158004,051580004004,Erkrath,Stadt,"Erkrath, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40721,6.9153961,51.169054,05158016,051580016016,Hilden,Stadt,"Hilden, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40723,6.940116799999999,51.1544727,05158016,051580016016,Hilden,Stadt,"Hilden, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40724,6.957192399999999,51.1770783,05158016,051580016016,Hilden,Stadt,"Hilden, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40764,6.962567699999999,51.118985,05158020,051580020020,Langenfeld (Rhld.),Stadt,"Langenfeld (Rhld.), Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40789,6.8974365,51.0966108,05158026,051580026026,Monheim am Rhein,Stadt,"Monheim am Rhein, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40822,6.9831962,51.25439069999999,05158024,051580024024,Mettmann,Stadt,"Mettmann, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40878,6.8506277,51.2964433,05158028,051580028028,Ratingen,Stadt,"Ratingen, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40880,6.8152244,51.301145,05158028,051580028028,Ratingen,Stadt,"Ratingen, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40882,6.914847399999999,51.3005563,05158028,051580028028,Ratingen,Stadt,"Ratingen, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40883,6.9097177,51.3300918,05158028,051580028028,Ratingen,Stadt,"Ratingen, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
40885,6.851654,51.3411368,05158028,051580028028,Ratingen,Stadt,"Ratingen, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41061,6.429517199999999,51.1941892,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41063,6.4227663,51.2076921,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41065,6.4593441,51.19517,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41066,6.4665644,51.2262928,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41068,6.394406699999999,51.1987421,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41069,6.3999735,51.180057,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41169,6.342495599999999,51.2015715,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41179,6.3536759,51.1642093,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41189,6.401299499999999,51.1143829,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41199,6.4449432,51.1329676,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41236,6.449492299999999,51.1668326,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41238,6.4910825,51.1619037,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41239,6.4261842,51.1654923,05116000,051160000000,Mönchengladbach,Stadt,"Mönchengladbach, Stadt",000000005116,Mönchengladbach,Kreisfreie Stadt,"Mönchengladbach, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
41334,6.272100099999999,51.3262794,05166016,051660016016,Nettetal,Stadt,"Nettetal, Stadt",000000005166,Viersen,Kreis,"Viersen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41352,6.545060899999999,51.1956517,05162020,051620020020,Korschenbroich,Stadt,"Korschenbroich, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41363,6.494853699999999,51.0934811,05162012,051620012012,Jüchen,Stadt,"Jüchen, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41366,6.259379399999999,51.2113052,05166024,051660024024,Schwalmtal,Gemeinde,"Schwalmtal, Gemeinde",000000005166,Viersen,Kreis,"Viersen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41372,6.155755099999999,51.2168087,05166020,051660020020,Niederkrüchten,Gemeinde,"Niederkrüchten, Gemeinde",000000005166,Viersen,Kreis,"Viersen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41379,6.1649406,51.2583557,05166004,051660004004,Brüggen,Gemeinde,"Brüggen, Gemeinde",000000005166,Viersen,Kreis,"Viersen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41460,6.706313499999999,51.2075211,05162024,051620024024,Neuss,Stadt,"Neuss, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41462,6.6619119,51.2153172,05162024,051620024024,Neuss,Stadt,"Neuss, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41464,6.672621899999999,51.1910608,05162024,051620024024,Neuss,Stadt,"Neuss, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41466,6.7016069,51.1605128,05162024,051620024024,Neuss,Stadt,"Neuss, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41468,6.774528999999999,51.1615558,05162024,051620024024,Neuss,Stadt,"Neuss, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41469,6.727658799999999,51.1590145,05162024,051620024024,Neuss,Stadt,"Neuss, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41470,6.7356786,51.1375502,05162024,051620024024,Neuss,Stadt,"Neuss, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41472,6.6442567,51.1690416,05162024,051620024024,Neuss,Stadt,"Neuss, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41515,6.603842999999999,51.08212109999999,05162008,051620008008,Grevenbroich,Stadt,"Grevenbroich, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41516,6.6294561,51.1068955,05162008,051620008008,Grevenbroich,Stadt,"Grevenbroich, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41517,6.588794,51.04627319999999,05162008,051620008008,Grevenbroich,Stadt,"Grevenbroich, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41539,6.8453187,51.0996802,05162004,051620004004,Dormagen,Stadt,"Dormagen, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41540,6.8012013,51.0812746,05162004,051620004004,Dormagen,Stadt,"Dormagen, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41541,6.8268745,51.132252,05162004,051620004004,Dormagen,Stadt,"Dormagen, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41542,6.7594436,51.09943930000001,05162004,051620004004,Dormagen,Stadt,"Dormagen, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41564,6.602028000000001,51.2134619,05162016,051620016016,Kaarst,Stadt,"Kaarst, Stadt",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41569,6.6820125,51.0514549,05162028,051620028028,Rommerskirchen,Gemeinde,"Rommerskirchen, Gemeinde",000000005162,Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss,05,Nordrhein-Westfalen,polygon_intersects,0.0
41747,6.380321299999999,51.2520558,05166032,051660032032,Viersen,Stadt,"Viersen, Stadt",000000005166,Viersen,Kreis,"Viersen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41748,6.4169437,51.2395387,05166032,051660032032,Viersen,Stadt,"Viersen, Stadt",000000005166,Viersen,Kreis,"Viersen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41749,6.3561159,51.2901799,05166032,051660032032,Viersen,Stadt,"Viersen, Stadt",000000005166,Viersen,Kreis,"Viersen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41751,6.3206577,51.25004089999999,05166032,051660032032,Viersen,Stadt,"Viersen, Stadt",000000005166,Viersen,Kreis,"Viersen, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41812,6.3195429,51.07164600000001,05370004,053700004004,Erkelenz,Stadt,"Erkelenz, Stadt",000000005370,Heinsberg,Kreis,"Heinsberg, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41836,6.222254899999999,51.0454321,05370020,053700020020,Hückelhoven,Stadt,"Hückelhoven, Stadt",000000005370,Heinsberg,Kreis,"Heinsberg, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41844,6.245415299999999,51.1490546,05370040,053700040040,Wegberg,Stadt,"Wegberg, Stadt",000000005370,Heinsberg,Kreis,"Heinsberg, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
41849,6.1328887,51.1130534,05370036,053700036036,Wassenberg,Stadt,"Wassenberg, Stadt",000000005370,Heinsberg,Kreis,"Heinsberg, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
42103,7.146606599999999,51.2554934,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42105,7.1417099,51.2623662,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42107,7.1552397,51.262393,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42109,7.157783299999999,51.2771687,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42111,7.1679237,51.2932651,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42113,7.1013566,51.2735765,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42115,7.1170563,51.2533735,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42117,7.133836899999999,51.2438036,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42119,7.156482899999999,51.241269,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42275,7.205441100000001,51.27362120000001,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42277,7.215241700000001,51.2831824,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42279,7.2409927,51.29659119999999,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42281,7.188234700000001,51.2866862,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42283,7.184218400000001,51.2711403,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42285,7.1736304,51.256002,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42287,7.1972592,51.2500514,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42289,7.211937799999999,51.26894069999999,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42327,7.0671702,51.2440784,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42329,7.0697027,51.2266111,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42349,7.130101199999999,51.20343740000001,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42369,7.195853599999999,51.22569739999999,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42389,7.248769099999999,51.2750473,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42399,7.2836846,51.2425128,05124000,051240000000,Wuppertal,Stadt,"Wuppertal, Stadt",000000005124,Wuppertal,Kreisfreie Stadt,"Wuppertal, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42477,7.3720815,51.20943889999999,05374036,053740036036,Radevormwald,Stadt,"Radevormwald, Stadt",000000005374,Oberbergischer Kreis,Kreis,Oberbergischer Kreis,05,Nordrhein-Westfalen,polygon_intersects,0.0
42489,7.0382833,51.28792139999999,05158036,051580036036,Wülfrath,Stadt,"Wülfrath, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
42499,7.3293896,51.1490386,05374016,053740016016,Hückeswagen,Stadt,"Hückeswagen, Stadt",000000005374,Oberbergischer Kreis,Kreis,Oberbergischer Kreis,05,Nordrhein-Westfalen,polygon_intersects,0.0
42549,7.0224783,51.3309978,05158032,051580032032,Velbert,Stadt,"Velbert, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
42551,7.0540533,51.3501692,05158032,051580032032,Velbert,Stadt,"Velbert, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
42553,7.098790699999999,51.3158524,05158032,051580032032,Velbert,Stadt,"Velbert, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
42555,7.114656600000001,51.3517649,05158032,051580032032,Velbert,Stadt,"Velbert, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
42579,6.9672791,51.3237681,05158012,051580012012,Heiligenhaus,Stadt,"Heiligenhaus, Stadt",000000005158,Mettmann,Kreis,"Mettmann, Kreis",05,Nordrhein-Westfalen,polygon_intersects,0.0
42651,7.0922604,51.1705488,05122000,051220000000,Solingen,Stadt,"Solingen, Stadt",000000005122,Solingen,Kreisfreie Stadt,"Solingen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42653,7.0828745,51.201055,05122000,051220000000,Solingen,Stadt,"Solingen, Stadt",000000005122,Solingen,Kreisfreie Stadt,"Solingen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42655,7.057952599999999,51.1684016,05122000,051220000000,Solingen,Stadt,"Solingen, Stadt",000000005122,Solingen,Kreisfreie Stadt,"Solingen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42657,7.0647863,51.1531315,05122000,051220000000,Solingen,Stadt,"Solingen, Stadt",000000005122,Solingen,Kreisfreie Stadt,"Solingen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42659,7.1220857,51.14611679999999,05122000,051220000000,Solingen,Stadt,"Solingen, Stadt",000000005122,Solingen,Kreisfreie Stadt,"Solingen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42697,6.9912361,51.1540297,05122000,051220000000,Solingen,Stadt,"Solingen, Stadt",000000005122,Solingen,Kreisfreie Stadt,"Solingen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42699,7.014782599999999,51.1421119,05122000,051220000000,Solingen,Stadt,"Solingen, Stadt",000000005122,Solingen,Kreisfreie Stadt,"Solingen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
42719,7.0402385,51.1843821,05122000,051220000000,Solingen,Stadt,"Solingen, Stadt",000000005122,Solingen,Kreisfreie Stadt,"Solingen, Kreisfreie Stadt",05,Nordrhein-Westfalen,polygon_intersects,0.0
